Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
15,12.2,16.4,7.5,1009.2,70,7.11,10,16.7,37,-, , , , 
16,,,,,,,,,,, , ,o, 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,13.9,16.4,10.5,1009.4,83,0,9,10.2,22.2,-, , , , 
20,14.2,16.5,9.8,1004.4,88,0,8,12,33.5,-,o, , , 
21,12.6,15.5,10,1003.5,93,1.02,6.4,10.2,22.2,-,o, , ,o
22,,,,,,,,,,,o, , , 
23,,,,,,,,,,,o,o, , 
24,,,,,,,,,,, , , , 
25,15.7,23.8,10.2,1015.5,70,0,12.1,18.7,29.4,-, , , , 
26,13.4,21.2,10.3,1016.3,87,0,10,19.8,33.5,-, , , , 
27,14.1,20.3,10.6,1019.3,83,0,10,15,29.4,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,,o, ,o, 
30,,,,,,,,,,, , , , 
31,15.6,22.2,10,1013.3,75,0,11.4,18.3,33.5,-, , , , 
1,15.1,19,11.6,1006.4,74,0.51,9.7,16.7,29.4,-,o, , , 
2,15.6,18.4,11.6,1009.3,72,5.08,9.7,19.4,37,-,o, , , 
3,14.8,15.8,14.3,1010.6,89,0.25,7.2,5.6,22.2,-,o, , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,,o, , , 
6,,,,,,,,,,, , , , 
7,12.8,17.6,7,1018.8,82,0,9.8,12.2,22.2,-, , , , 
8,12.6,17.9,6.4,1018.4,79,0,10,16.7,22.2,-, , , , 
9,12.3,17.9,6.2,1016.3,80,0,9.8,18.3,22.2,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,,o, , , 
12,,,,,,,,,,, , , , 
13,14.4,18.7,9.6,1016,73,0,7.9,11.5,22.2,-, , , , 
14,14.8,19.6,9.1,1011.3,79,0,8,15.2,18.3,-, , , , 
15,16.7,19.3,13.3,1010,80,0,6.9,15.7,33.5,-, , , , 
16,,,,,,,,,,,o, , , 
17,,,,,,,,,,,o, , , 
18,,,,,,,,,,, , , , 
19,11.3,17.1,4.3,1023.2,78,0,9.2,17,29.4,-, , , , 
20,13.4,18.1,7,1021.1,81,0,10,15.9,25.9,-, , , , 
21,14.4,18.9,9.1,1019.8,81,0,8.7,14.8,22.2,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,15.7,18.7,12.9,1015.5,86,0,6.3,8,18.3,-, , , , 
26,15.1,19.9,11.3,1015.2,83,0,6.8,13.1,22.2,-, , , , 
27,15.5,19.8,10.8,1014.6,86,0,6.9,14.1,25.9,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,16.1,19.6,13.3,1008,88,4.06,7.9,16.3,24.1,-, , , , 
2,19.6,24.1,12.4,1009.6,67,0,8.7,16.9,29.4,-, , , , 
3,18.2,21.5,14.3,1011.1,76,0,7.9,15.6,25.9,-,o, ,o, 
4,,,,,,,,,,,o, ,o, 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,17.2,20.7,11.6,1008.7,80,0,7.2,15.4,18.3,-, , , , 
8,16.6,19.6,13,1000.5,89,0,6.1,17.4,33.5,-, , , , 
9,15.1,17.8,14.4,-,86,0.51,8,21.5,27.8,-,o, , , 
10,,,,,,,,,,,o, , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,,o, , , 
13,15,18.9,9.3,1014.8,80,0,7.9,12.8,18.3,-, , , , 
14,16.7,20.2,13.1,1006.2,82,0,7.6,11.7,22.2,-, , , , 
15,16.1,21.2,10.3,1002.5,68,0,9,15.7,22.2,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,16.2,20.3,10.3,1006.3,78,0,10.9,15.2,22.2,-, , , , 
20,14.9,19,11.5,1004.4,75,1.02,8,16.9,40.7,-,o, , , 
21,18.5,27.1,12.9,1011.5,58,3.05,9.2,18.7,42.4,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,17.4,26.2,11.7,1012.7,67,0,10.1,16.9,25.9,-, , , , 
26,17.2,21.4,11.1,1012.7,73,0,9.8,16.5,22.2,-, , , , 
27,17.5,23.1,11.3,1014.6,70,0,9.2,20.7,37,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,,o, , , 
30,,,,,,,,,,,o, , , 
31,15.8,18.1,13.7,1013.5,88,6.1,7.1,13,25.9,-,o, , , 
1,18.3,26,11.4,1016.9,68,9.91,9.5,17.8,29.4,-, , , , 
2,25.8,35,17.5,1012.7,37,0,9.2,23.3,33.5,-, , , , 
3,19,21.7,16.7,1015.8,81,7.87,7.9,15.6,29.4,-,o, , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,16.7,21.3,10.5,1017.4,72,0,11.9,13.3,18.3,-, , , , 
8,16.8,21.4,10.7,1016.1,77,0,12.9,17.4,27.8,-, , , , 
9,17.4,21.5,10.7,1018.9,80,0,12.9,15.9,33.5,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,19.3,22.7,13.1,1022.5,81,0,9.2,14.8,25.9,-, , , , 
14,20.1,23.9,13,1020.5,76,0,8.9,12,16.5,-, , , , 
15,19.9,22.8,16.1,1019.9,84,0,6.9,11.9,29.4,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,25.1,35.7,21,1015.3,63,0,7.6,12.4,37,-, , , , 
20,24.1,35.3,20,1015.2,71,0,6.6,24.6,51.9,-, , , , 
21,21.4,24.6,19.1,1015.6,85,0,6.3,19.3,48.2,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , ,o, 
25,21.6,23.7,20,1018.3,80,0,8,15.4,22.2,-, , ,o, 
26,20.4,23.7,15.8,1018,79,0,8,11.1,25.9,-, , , , 
27,19.9,24,16.6,1018.1,84,0,8.4,8.1,18.3,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,24.3,33.4,14.9,1016.2,73,0,8.2,27,40.7,-, , , , 
2,23.5,26.8,21,1019.2,81,0,6.6,20.7,33.5,-, , , , 
3,22.8,25.5,19.5,1019.8,91,0,6,9.4,24.1,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,21.5,25.4,15.1,1017.3,80,0,9.2,16.1,33.5,-, , , , 
8,23.6,28.7,17.4,1016.2,74,0,9,13.9,29.4,-, , , , 
9,30.6,36.2,17.5,1014.2,36,0,9.5,20.4,37,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,23.3,27.8,17.7,1018.4,73,0,10,17,25.9,-, , , , 
14,24.1,27.6,20.2,1018.5,80,0,6.6,12,25.9,-, , , , 
15,23.4,27.8,18.6,1014.7,82,0,6.4,13,25.9,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,22.9,27.8,17.4,1017.4,80,0,9,18.7,29.4,-, , , , 
20,24.8,29.7,18.5,1016.5,63,0,9.2,17.2,33.5,-, , , , 
21,27.2,33.2,23.4,1013.7,55,0,8.7,18.3,29.4,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , ,o
24,,,,,,,,,,, , , , 
25,30.4,41.6,25.6,1014.8,41,0,10,25.9,40.7,-, , , , 
26,25.8,28.9,22.7,1017,80,0,7.4,17.2,22.2,-, , , , 
27,25.6,28.3,23,1021.4,77,0,7.4,18.5,25.9,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,29.1,36.1,25.3,1014.8,50,0,7.2,27.8,37,-, , ,o, 
1,25.9,29.2,23.4,1021.3,81,0.51,7.2,14.8,25.9,-, , , , 
2,23.7,27.7,21.4,1020.8,75,0,9,6.5,24.1,-, , , , 
3,25.4,28.9,20.8,1015.5,71,0,10,15.2,27.8,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,24.9,27.6,22.3,1019.2,71,0,9.3,18.5,25.9,-, , , , 
8,23.9,30,18.1,1013.3,75,0,9.2,22,33.5,-, , , , 
9,23.3,26.2,20.9,1015.5,69,0,9.3,14.3,18.3,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,,o, , , 
13,24.5,28.6,22.7,1013.4,83,0,6.6,11.5,22.2,-, , , , 
14,23.4,28.2,19.4,1014.5,82,0,8.4,12.6,22.2,-, , , , 
15,23.1,26.8,18.2,1015.2,79,0,9.3,17.2,25.9,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,22.6,26.8,17.9,1019.1,82,0,8.2,13,22.2,-, , , , 
20,23.3,27.6,18.1,1014.9,83,0,6.6,14.3,22.2,-, , , , 
21,24.4,28.8,19.8,1013.3,82,0,6.8,16.3,29.4,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,23.2,27.8,18,1016.4,76,0,8.7,12.6,25.9,-, , , , 
26,23.2,27.6,17.5,1015.5,75,0,9.2,10.2,22.2,-, , , , 
27,24.4,27.5,17.3,1013.5,76,0,8.5,21.3,48.2,-, , , , 
28,,,,,,,,,,,o, , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,22.9,27,11,1019.9,77,0,9.8,12.6,22.2,-, , , , 
1,22.1,27.6,16,1019.4,71,0,9.3,15.2,22.2,-, , , , 
2,22.3,29.9,15.3,1019.4,59,0,9.5,13.9,29.4,-, , , , 
3,23,29.6,17.5,1019.4,58,0,10,20.4,35.2,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,25.1,27.9,23.4,1017.2,83,0,8.7,16.3,24.1,-, , , , 
8,26.7,34.6,21.7,1015.8,64,0,8.4,18.5,37,-, , , , 
9,24.2,26.7,20.5,1018.3,83,1.02,8,8.3,22.2,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , ,o, 
12,,,,,,,,,,, , , , 
13,23.9,32.2,20.1,1015.7,73,0,9.5,19.1,29.4,-, , , , 
14,25,31.4,21.9,1014.6,67,0,6.9,17.8,29.4,-, , , , 
15,23.6,28.3,19.5,1013.4,78,0,7.6,7.2,22.2,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , ,o, 
19,18.4,24.6,15.2,1009,81,3.05,9.3,13.5,27.8,-,o, ,o, 
20,19.5,24.6,15.9,1012.1,84,9.91,9.8,15.7,29.4,-,o, , , 
21,20,26.3,15.1,1013.2,79,0,9.2,20.4,29.4,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,,o, , , 
25,20,24.7,15,1016.8,69,0,9.5,15.2,29.4,-, , , , 
26,19.2,23.8,14,1021.6,65,0,11.4,14.6,22.2,-, , , , 
27,20.1,26.2,13.8,1018.2,71,0,9.7,19.6,31.3,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,19.4,27.7,14,1013.6,63,0,10,17.8,25.9,-, , , , 
2,20.4,26.6,14.2,1012.7,64,0,11.3,15.7,29.4,-, , , , 
3,22.8,28.8,18.5,1013.1,75,2.03,9.5,15,25.9,-,o, , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,,o, ,o, 
7,13.8,18.3,11,1023.1,84,55.88,8,23.5,37,-,o, ,o, 
8,15.7,18.2,12.6,1025.2,80,7.11,10.5,25,33.5,-,o, , , 
9,15,20.1,13.4,1023.3,89,24.89,8.4,14.8,22.2,-,o, ,o, 
10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,,,,,,,,,,,o, ,o, 
13,,,,,,,,,,,o, ,o, 
14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,,,,,,,,,,,o, , , 
22,17,20.7,15.6,1023.3,93,7.11,8,15.6,18.3,-, , , , 
23,16.7,21.2,12.8,1024,87,7.87,10.1,14.3,22.2,-, , , , 
24,16.1,21,12.4,1021.9,86,0,10,16.7,25.9,-, , , , 
25,,,,,,,,,,, , , , 
26,,,,,,,,,,, , , , 
27,,,,,,,,,,, , , , 
28,17.7,20.8,15.2,1023.8,84,1.02,7.9,12,22.2,-,o, , , 
29,17.1,20.5,13.7,1023.5,72,0,9.5,12.2,18.3,-, , , , 
30,16.7,21.4,12.4,1022.4,82,0,10,11.9,20.6,-, , , , 
31,,,,,,,,,,,o, , , 
1,16.6,22.4,12.8,1020.5,88,0,9.5,16.3,22.2,-, , , , 
2,16.1,21.2,13,1018.5,90,0,9.7,18.9,25.9,-, , , , 
3,16.3,22.3,11.4,1018.6,86,0,10,13.9,29.4,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,20.9,25.9,12.9,1010.2,46,0,10,22.2,40.7,-, , , , 
8,21.1,24,15.8,1007.4,47,0,10,14.3,29.4,-, , , , 
9,22.8,28.7,18.7,1003.4,45,0,9.7,11.7,25.9,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,15.6,21,12.6,1008.8,83,0,10,7.4,25.9,-, , , , 
14,15.2,18.6,13.5,1009,75,0.25,9.8,18.5,29.4,-, , , , 
15,13.9,16.1,12,1008,74,0.51,10,26.5,51.9,-,o, , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,19.2,22.8,17.3,1010.5,61,0,10,26.3,40.7,-, , , , 
20,17.1,19.8,15.3,1018,69,1.02,10,24.6,31.3,-, , , , 
21,14.1,20.4,9.6,1022,72,0,10,14.8,33.5,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,14,24.3,5.4,1020.7,76,0,15,16.7,25.9,-, , , , 
26,13.9,23.1,11,1020.6,78,0,10,21.7,37,-, , , , 
27,12.2,17.7,9.9,1024.8,82,0.51,10,9.6,22.2,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,16.8,21.4,11.2,1012.8,60,0,9,18.5,22.2,-, , , , 
2,13.9,15.3,12.4,-,69,0,11.3,23.5,40.7,-,o, , , 
3,11.4,16.4,8.4,1018.8,73,1.02,11.4,20.4,25.9,-,o, , , 
4,,,,,,,,,,,o, , , 
5,,,,,,,,,,,o, , , 
6,,,,,,,,,,, , , , 
7,11.4,19.2,9,1027.1,92,0,10,17.4,25.9,-, , , , 
8,10.8,19.1,9.3,1028.5,87,0,10,20,29.4,-, , , , 
9,12.4,20.2,9,1029,77,0,12.6,16.1,29.4,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,9.9,18.8,3.9,1021.9,75,0,14.2,16.7,29.4,-, , , , 
15,12.7,17.4,9.5,1019.8,56,0,9.3,24.8,29.4,-, , , , 
16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,8.4,11.4,5.3,1027,86,9.91,8.5,27,35.2,-,o, , , 
21,,,,,,,,,,,o, , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,,o, ,o, 
24,10.4,12.9,9,1020.7,90,17.02,8.2,19.3,29.4,-,o, , , 
25,9.4,10.4,8.8,1017,90,0,8,11.1,14.8,-,o,o, , 
26,10,11,9.2,1018.3,89,5.33,8,6.7,18.3,-, , , , 
27,,,,,,,,,,,o, , , 
28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,,,,,,,,,,,o, , , 
31,,,,,,,,,,,o, , , 
1,8.3,12.5,4.7,1019.7,79,24.89,7.1,23,44.3,-,o, ,o, 
2,9.2,13.2,5.2,1013.3,77,0,9.2,27.2,40.7,-,o, , , 
3,10,13.5,8.2,1012.5,83,21.08,8,11.5,20.6,-,o, , , 
4,,,,,,,,,,,o, , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,,o, , , 
7,8.4,10.3,6.6,1006.1,91,23.11,7.1,13.7,37,-,o, , , 
8,8.3,12.3,6.9,1010.3,79,10.92,8.5,17.4,29.4,-,o, , , 
9,4.9,7.1,3.2,1018.3,80,1.02,7.4,23.5,29.4,-,o, , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,,o, , , 
13,8.2,17.2,5,1014.2,73,0,10,13.7,22.2,-, , , , 
14,6.7,10.7,2.9,1012.4,77,0,10,18.1,29.4,-,o, , , 
15,5.2,5.8,4.6,1013.2,96,7.87,6,14.8,22.2,-,o, , , 
16,,,,,,,,,,,o, , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,,o, ,o, 
19,10.5,13.8,5.3,1014.6,68,4.06,9.2,19.4,25.9,-,o, , , 
20,13.1,20,5.1,1013.4,73,0.51,10,17.4,33.5,-, , , , 
21,15.9,23.2,9.5,1010.5,63,0,10,17.8,33.5,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,11.8,16.8,9.2,1018.4,88,0,10,8.7,18.3,-, , , , 
26,12,16.1,7.6,1013.1,72,0,10.8,23.2,29.4,-, , , , 
27,12.3,17.1,10,1015.5,75,2.03,10.5,10.6,25.9,-,o, ,o, 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,10.2,16.2,7.4,1029.5,76,0,10,22.2,33.5,-, , , , 
1,9.6,17.9,5.4,1029.4,80,0,10,21.3,33.5,-, , , , 
2,9.3,16.4,6.4,1027.8,77,0,10,26.7,31.3,-, , , , 
3,10.7,17.6,6.8,1023.4,72,0,11.9,22.6,37,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,14.6,22.9,9.4,1017,70,0,6.9,24.4,33.5,-, , , , 
8,15.7,20.1,13.2,1014.4,62,0,8.2,19.3,33.5,-, , , , 
9,14.3,22.7,9.5,1014.4,65,0,10,24.1,44.3,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,,o, , , 
12,,,,,,,,,,,o, , , 
13,17.2,19.5,10.9,1016.3,56,1.02,10,34.4,48.2,-, , , , 
14,14.6,21.3,7.1,1019.1,73,0,12.6,20,25.9,-, , , , 
15,14.7,21.7,10,1017.8,78,0,12.6,16.7,25.9,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,12.9,16.7,9.6,1020.3,82,0,8,19.8,29.4,-, , , , 
20,12.6,13.7,10.5,1022.7,83,0,7.4,23.2,37,-,o, , , 
21,12.9,16.5,9.8,1017.8,85,0,7.7,14.1,22.2,-, , , , 
22,,,,,,,,,,,o, , , 
23,,,,,,,,,,,o, , , 
24,,,,,,,,,,, , , , 
25,13.2,16.2,9.4,1026.7,70,0,8.2,20.6,27.8,-, , , , 
26,13.8,19.7,9.5,1026.4,57,0,9.7,22.2,37,-, , , , 
27,13.6,20.3,8.8,1025.3,75,0,9.8,14.6,29.4,-, , , , 
28,,,,,,,,,,, , , , 
1,13.3,21.3,8.3,1024.6,77,0,10,20.6,51.9,-, , , , 
2,12.2,16.8,10,1024.3,72,3.05,8,24.1,44.3,-,o, , , 
3,11.9,18.3,7.1,1023.7,60,0,12.6,25,40.7,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,,o, , , 
6,,,,,,,,,,,o, , , 
7,8,12.5,0.3,1017.6,87,64.01,4.5,34.8,51.9,-,o, ,o,o
8,9.8,11.8,7.2,1017.4,90,48.01,5.5,28.2,40.7,-,o, , , 
9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,11.7,15.1,9.5,1022,82,7.11,7.9,5,14.8,-,o, , , 
11,,,,,,,,,,,o, , , 
12,,,,,,,,,,,o, , , 
13,,,,,,,,,,, , , , 
14,8.1,11.5,5.2,1017.2,84,0.25,10.8,21.7,29.4,-, , , , 
15,8.8,14.6,3.8,1014.5,73,0,8,21.9,33.5,-, , , , 
16,10.7,15.9,5.2,1013.7,72,0,9.2,13.5,25.9,-, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,,o, ,o, 
19,,,,,,,,,,,o, , , 
20,12.3,15.6,10,998.7,69,1.02,9.7,26.9,40.7,-,o, , , 
21,12,17.8,8,1000.7,74,4.06,9.2,28.5,37,-,o, , , 
22,15.6,22.4,9.8,1006.2,71,8.89,9.8,20.9,37,-, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,,o, , , 
25,,,,,,,,,,,o, , , 
26,13.4,19.6,9,1019.1,82,0,10,18.9,25.9,-, , , , 
27,15.5,21.8,10.2,1015.1,73,0,12.6,18.9,33.5,-, , , , 
28,12.7,16.8,10.6,1012.4,85,4.06,7.9,20.4,46.5,-,o, , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,,,,,,,,,,, , , , 
1,14.2,19.6,9.8,1023.6,80,0,11.3,10.2,22.2,-, , , , 
2,15.6,21.5,11.1,1023.5,70,0,7.9,16.7,29.4,-, , , , 
3,14.3,20.2,10.4,1021.1,78,0,6.4,19.3,25.9,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,16.8,23.8,11.2,1017.3,73,0,10,21.7,37,-, , , , 
8,20.6,27.6,14.3,1010.3,60,0,9.3,18.5,37,-, , , , 
9,18.7,23.7,14.8,1010.1,72,0,9.8,11.9,37,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,15.2,18.4,11.2,1018.9,79,0,9.5,9.4,33.5,-, , , , 
14,14.7,16.6,12,1015.2,86,0,8.2,14.3,27.8,-,o, , , 
15,12.4,16.4,10.3,1021.2,75,7.11,8.9,15.4,25.9,-,o, , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,11.1,18.7,7.3,1017.6,85,0,10,15.6,25.9,-, , , , 
20,12.4,17.3,6.9,1014.8,79,0,8.7,-,-,-, , , , 
21,17.7,20.7,12.2,1006.1,73,0,7.1,21.9,29.4,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,17.3,20.4,14.6,1007.2,76,0,7.6,19.4,51.9,-, , , , 
26,15.9,19.4,12.1,1011.9,79,0,10,14.8,25.9,-, , , , 
27,16.3,20.5,12.9,1010.4,85,0,8.4,10.6,20.6,-, , , , 
28,,,,,,,,,,,o, ,o, 
29,,,,,,,,,,,o, , , 
30,,,,,,,,,,, , , , 
1,19.4,25.3,15.2,1015,72,0,8.7,19.6,33.5,-, , , , 
2,20.7,24.9,17.8,1010,65,0,9,15.4,25.9,-, , , , 
3,19.7,22.8,15.7,1008.2,69,0,9.3,15.9,46.5,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,,o, , , 
7,12.1,16.6,8.6,1011.8,70,2.03,9.2,19.3,33.5,-,o, , , 
8,14,19.6,8.1,1017.4,67,0,10,17.6,35.2,-, , , , 
9,14.6,20,9,1018.8,69,0,10,18.3,24.1,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,,o, , , 
12,,,,,,,,,,,o, ,o, 
13,15.4,18.7,12.4,1012.8,80,27.94,8.7,6.3,25.9,-,o, , , 
14,15.4,20.6,10,1015,79,0,9.8,16.7,25.9,-, , , , 
15,15.6,18.6,12.4,1015.2,85,11.94,8.7,9.1,24.1,-,o, , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,,o, , , 
18,,,,,,,,,,,o, , , 
19,19.1,22.8,17.4,1013.9,86,0,7.4,9.6,24.1,-, , , , 
20,18.8,22.1,14.3,1015.3,83,0,7.1,2,14.8,-,o, , , 
21,18.7,22.5,14.8,1015.5,83,1.02,9,12,22.2,-, , , , 
22,,,,,,,,,,,o, , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , ,o, 
25,19.1,22.5,16.6,1014.4,72,0,9,16.9,29.4,-, , , , 
26,19.3,25.3,14.5,1013.5,77,0,10.6,15.2,22.2,-, , , , 
27,20.2,22,17.2,1013.1,81,0,6.4,24.4,37,-, , , , 
28,,,,,,,,,,, , ,o, 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,20.7,23.6,17,1013,84,0,10.6,6.7,24.1,-, , , , 
1,21.9,25.8,18.8,1012.5,83,0,9.2,14.1,31.3,-, , ,o, 
2,21.2,23.4,19.6,1012.9,84,0,8,19.8,37,-, , , , 
3,21.2,23.7,19.5,1013.1,80,0,7.6,7.8,22.2,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,22.1,28.2,16.2,1018.1,68,0,9.2,17.6,22.2,-, , , , 
8,21.2,25.2,16,1017.2,75,0.25,11.7,15,22.2,-,o, , , 
9,20.9,24.8,17.5,1020.3,80,0,8.5,12.4,25.9,-,o, , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , ,o, 
13,25.6,33.1,18.3,1010.8,54,0,9.2,19.4,27.8,-, , , , 
14,25.3,29,22.4,1011.6,60,0,8.7,25.2,37,-, , , , 
15,23.1,26.5,20,1015.3,74,0,7.7,12,22.2,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,23.3,25.2,19.5,1008.3,69,0,7.1,28.2,63,-, , , , 
20,22.1,24.3,19.8,1016.7,73,0,7.9,16.5,25.9,-, , , , 
21,21.2,24.8,14.8,1016.1,74,0,9.2,14.3,22.2,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,21.7,25.5,17.1,1019.8,78,0,9.8,10.4,22.2,-, , , , 
26,22.7,27.4,18.5,1018.8,77,0,9.3,9.4,18.3,-, , , , 
27,22,24.3,19.1,1019.5,84,0,6.9,11.3,24.1,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,24.2,26.4,21,1015.2,84,0,4.8,16.1,29.4,-, , , , 
